ID,Response
50883,0.07063314807926925
50884,0.10308002828371796
50885,0.43507925138204206
50886,0.09834223604614639
50887,0.07214108343950779
50888,0.08832575132391948
50889,0.3739454164002995
50890,0.4933138489042532
50891,0.12711041230398434
50892,0.14400405365510527
50893,0.059849620913592985
50894,0.3998109404635927
50895,0.10275126232039106
50896,0.10183034747595561
50897,0.44866583662774784
50898,0.4518509167488062
50899,0.1949570417449032
50900,0.19854867097620518
50901,0.42921417976162957
50902,0.04200689880856545
50903,0.05389894701649056
50904,0.40152119492977256
50905,0.615546086586359
50906,0.03065316388320429
50907,0.07361718737389045
50908,0.1310922576251912
50909,0.4121417044981012
50910,0.4905592723142113
50911,0.06531326310955803
50912,0.09402612891764406
50913,0.3554325751109909
50914,0.04538624725878714
50915,0.06767245211216
50916,0.04821596827753123
50917,0.4452253323372085
50918,0.5575871700361271
50919,0.2052417391339155
50920,0.08284002881019233
50921,0.4104925184121567
50922,0.04561590003411925
50923,0.03304290960663815
50924,0.05992402788859298
50925,0.3859173143851153
50926,0.13251423807447618
50927,0.4563050386698961
50928,0.3167747022929052
50929,0.08718758263849738
50930,0.02123417309455107
50931,0.08098398372689881
50932,0.612813940231398
50933,0.16601143025675716
50934,0.046466333938847575
50935,0.38957930564696447
50936,0.10389231262018646
50937,0.4994080710314615
50938,0.050996041582623226
50939,0.6012998211700585
50940,0.4224494108578861
50941,0.3087779474843326
50942,0.4804099512128911
50943,0.2538908304473783
50944,0.04896469278461518
50945,0.30782713532116135
50946,0.32819142525606787
50947,0.5218990809574395
50948,0.39495697907404603
50949,0.24630937986515644
50950,0.4454410921192443
50951,0.5256833772747599
50952,0.458891954216706
50953,0.35893241585956737
50954,0.03377140100514486
50955,0.05593305660176857
50956,0.08599733385453638
50957,0.005045330549777155
50958,0.07442023538147124
50959,0.00807015067245977
50960,0.43114374581469683
50961,0.02535587010536273
50962,0.11482361056842177
50963,0.06145724914559603
50964,0.092136705411119
50965,0.5512867547627646
50966,0.09453175627873377
50967,0.3717110447949445
50968,0.5557828132698986
50969,0.06845329342701734
50970,0.06131482361081683
50971,0.027501542358072416
50972,0.45899882294457933
50973,0.021563922494089293
50974,0.13595028523823607
50975,0.1587707334776515
50976,0.16427042916591808
50977,0.20307477947553942
50978,0.21944920118728836
50979,0.06025103278982376
50980,0.5681315058559646
50981,0.08481133376627159
50982,0.08393958205590349
50983,0.4832937359681378
50984,0.15901299760392146
50985,0.09418348765181216
50986,0.3329986683258144
50987,0.16736866215250962
50988,0.584441659665864
50989,0.006156790835151972
50990,0.4374386121897747
50991,0.5670092158898158
50992,0.06551783817472971
50993,0.13051680390985787
50994,0.06145282393168303
50995,0.5023890100159023
50996,0.014883911854417876
50997,0.08890783526579744
50998,0.068459870063639
50999,0.003785798405491712
51000,0.27150295236920896
51001,0.20684305843203063
51002,0.10987474718842487
51003,0.5326637677558711
51004,0.24601441748062883
51005,0.06530944764672954
51006,0.4545663943176756
51007,0.6277921376310468
51008,0.6211765603127058
51009,0.04698957949733431
51010,0.4693607777360944
51011,0.11080059969213849
51012,0.31693768574192616
51013,0.425297462644097
51014,0.24888103673591336
51015,0.32272185817297094
51016,0.009093925816178919
51017,0.004372428289002859
51018,0.3872192278082848
51019,0.4194523737776259
51020,0.16376886877061664
51021,0.2294632175089851
51022,0.33770618795443647
51023,0.35774603463058974
51024,0.5665365889463627
51025,0.11225118454923914
51026,0.07577561652851414
51027,0.4684846921646886
51028,0.1691563442795331
51029,0.04690146858486075
51030,0.29737635810341484
51031,0.5937133220558497
51032,0.05138324212124525
51033,0.019206383456252165
51034,0.5050357234026086
51035,0.11610043973564954
51036,0.5695871778333402
51037,0.18224920800848035
51038,0.41286633156316355
51039,0.07762445957899107
51040,0.08266145469501687
51041,0.5004670548866355
51042,0.05693598968520661
51043,0.0755740791511945
51044,0.2924816194769967
51045,0.4441239958278823
51046,0.19039596774547357
51047,0.24547177810682702
51048,0.021986634455289804
51049,0.4526614992151015
51050,0.20054525859349848
51051,0.5722459628913183
51052,0.5332041542115377
51053,0.004473834974368471
51054,0.12260010693015409
51055,0.6649269476916544
51056,0.047104765973664635
51057,0.5359194274205119
51058,0.1359694387695086
51059,0.35997973720166515
51060,0.6264880916772879
