ID,Response
50883,0.05745878884953978
50884,0.10821752406477585
50885,0.46751441573961017
50886,0.11550415550112404
50887,0.06487372155837215
50888,0.08806608484761483
50889,0.2907638668171225
50890,0.4591414687961544
50891,0.12654331570934824
50892,0.15637941358737123
50893,0.06596820631268249
50894,0.4299429280515949
50895,0.07900566138794976
50896,0.13133571888650097
50897,0.4704200899006909
50898,0.4943140429695316
50899,0.23418124790449643
50900,0.181061704737788
50901,0.4338348979201066
50902,0.020999818598873683
50903,0.0355950170392298
50904,0.4139823879185008
50905,0.6724350737642658
50906,0.030471501186726018
50907,0.06176789189977552
50908,0.14109231585174561
50909,0.4329076453679665
50910,0.5105956909933862
50911,0.0558136819140769
50912,0.07541126789606942
50913,0.3509133508531726
50914,0.0457097347652676
50915,0.06428423462470728
50916,0.05506825598976456
50917,0.3860156266434386
50918,0.53504145043691
50919,0.21998027379836235
50920,0.07766291654888711
50921,0.35195287859552044
50922,0.045597501059625394
50923,0.030383625526818128
50924,0.058150960169374766
50925,0.32536198758138174
50926,0.13713311127106614
50927,0.47080036075286963
50928,0.27796401701923806
50929,0.09640497837936042
50930,0.0170173288904988
50931,0.06107831869965889
50932,0.6004428237944218
50933,0.16155788831204743
50934,0.05839824935521631
50935,0.36321623412366477
50936,0.06561648169245445
50937,0.5067182766910688
50938,0.04201248584864429
50939,0.6568938231918154
50940,0.3708921749607121
50941,0.31185996798287474
50942,0.5601247065879614
50943,0.29420194232517954
50944,0.039837894440771626
50945,0.368734626786378
50946,0.3445426905990194
50947,0.4129808620449542
50948,0.39392641785513
50949,0.1764049409140417
50950,0.39641505561746754
50951,0.5719318739909426
50952,0.4931906553231997
50953,0.3677500724394959
50954,0.04083279546954723
50955,0.04818264311747435
50956,0.10470006762206978
50957,0.0030175339487444417
50958,0.0807394698291254
50959,0.00368573358986221
50960,0.5790163854225999
50961,0.020993852902641996
50962,0.10019658840557712
50963,0.05132421234484571
50964,0.0946056571884794
50965,0.5591432801781363
50966,0.10999071256112088
50967,0.3610609483410426
50968,0.5507854640996419
50969,0.08860321491560925
50970,0.061165710157501524
50971,0.01929201155105368
50972,0.44459639717342025
50973,0.02088390811098017
50974,0.15509766579745404
50975,0.201129863611166
50976,0.13832724855881134
50977,0.189186159799404
50978,0.26293948924302385
50979,0.07443396783542829
50980,0.5944252875571077
50981,0.07599459327518279
50982,0.06890687893665455
50983,0.45026792043654695
50984,0.16282968670305464
50985,0.08627046075115276
50986,0.32209138898482065
50987,0.23726157376556822
50988,0.5815435250800159
50989,0.0037939774452180894
50990,0.46897014353321215
50991,0.5920253517743896
50992,0.03247814588431607
50993,0.1119101759811373
50994,0.05388670989594842
50995,0.5371384745409955
50996,0.010656099915259797
50997,0.09449781013021877
50998,0.08818347444040608
50999,0.002257560648848289
51000,0.270402177874056
